loan_amnt,term,int_rate,installment,emp_title,emp_length,home_ownership,annual_inc,loan_status,purpose,title,dti,delinq_2yrs,date,Reference number
22950.0, 36 months, 12.49%,767.66,Business Operations 2,10+ years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,Debt consolidation,7.87,0.0,01/07/2014,30586124
1200.0, 36 months, 11.99%,39.86,AP Payroll Manager,8 years,MORTGAGE,48000.0,Fully Paid,debt_consolidation,Debt consolidation,36.6,0.0,01/12/2014,63493262
22400.0, 36 months, 19.99%,832.36,Cheif Operation Officer,10+ years,RENT,70000.0,Charged Off,debt_consolidation,Debt consolidation,21.0,3.0,01/03/2014,65109997
5000.0, 36 months, 13.33%,169.27,Sales Associate,< 1 year,RENT,60000.0,Charged Off,debt_consolidation,Debt consolidation,17.72,0.0,01/07/2015,93856704
28000.0, 60 months,  7.89%,566.27,Police Officer,10+ years,MORTGAGE,90000.0,Fully Paid,credit_card,Credit card refinancing,13.99,0.0,01/04/2015,93733939
9600.0, 36 months, 12.49%,321.11,Polysomnographer,10+ years,MORTGAGE,53000.0,Fully Paid,debt_consolidation,Debt consolidation,18.32,0.0,01/08/2014,99294443
19750.0, 60 months, 24.99%,579.58,Human Resources Professional,< 1 year,MORTGAGE,50000.0,Charged Off,debt_consolidation,Debt consolidation,34.52,0.0,01/01/2014,84938058
15000.0, 60 months, 12.49%,337.4,Manager Planning and Procurement,8 years,MORTGAGE,160000.0,Fully Paid,debt_consolidation,Debt consolidation,15.17,0.0,01/10/2014,14226913
7500.0, 36 months,  9.17%,239.1,part time flexible,10+ years,MORTGAGE,20000.0,Fully Paid,debt_consolidation,Debt consolidation,33.67,3.0,01/08/2015,18946640
3300.0, 36 months, 17.57%,118.6,teacher,10+ years,MORTGAGE,74000.0,Fully Paid,other,Other,28.2,0.0,01/05/2014,75212993
2800.0, 36 months, 13.99%,95.69,Bartender,3 years,RENT,47000.0,Fully Paid,credit_card,Credit card refinancing,26.69,2.0,01/07/2015,32933133
10000.0, 36 months,  9.17%,318.79,Process Safety ,10+ years,MORTGAGE,112000.0,Fully Paid,credit_card,Credit card refinancing,2.56,0.0,01/08/2014,37984568
15000.0, 36 months,  9.49%,480.43,teacher,10+ years,RENT,80000.0,Fully Paid,debt_consolidation,Debt consolidation,20.19,0.0,01/01/2015,73651813
3250.0, 36 months, 12.49%,108.71,CNA,2 years,RENT,25000.0,Fully Paid,debt_consolidation,Debt consolidation,25.35,0.0,01/04/2014,37392505
24725.0, 60 months, 16.59%,609.05,Administrative,10+ years,OWN,59000.0,Charged Off,debt_consolidation,Debt consolidation,26.61,0.0,01/05/2014,98760986
3200.0, 36 months, 23.43%,124.59,,n/a,RENT,38383.0,Fully Paid,other,Other,3.03,0.0,01/03/2014,91172953
5000.0, 36 months, 11.53%,164.96,Clerical Supervisor 1,10+ years,RENT,42000.0,Fully Paid,debt_consolidation,Debt consolidation,18.6,0.0,01/03/2015,31616937
24000.0, 36 months,  7.69%,748.65,dealer,4 years,MORTGAGE,70000.0,Charged Off,major_purchase,Major purchase,14.57,0.0,01/10/2014,34895124
12925.0, 36 months, 12.49%,432.33,OPERATIONS MANAGER,10+ years,RENT,41000.0,Fully Paid,debt_consolidation,Debt consolidation,14.64,0.0,01/03/2014,43740832
24000.0, 60 months, 12.99%,545.96,Senior investigator,10+ years,RENT,125000.0,Fully Paid,debt_consolidation,Debt consolidation,15.53,0.0,01/06/2014,55467660
4800.0, 36 months, 12.99%,161.71,Flight attendant,5 years,RENT,48000.0,Fully Paid,credit_card,Credit card refinancing,25.98,0.0,01/02/2014,90426464
8000.0, 36 months, 11.67%,264.46,machine operator,8 years,RENT,45000.0,Fully Paid,debt_consolidation,Debt consolidation,15.36,1.0,01/10/2014,33108671
30000.0, 60 months, 20.20%,798.16,Driller,9 years,MORTGAGE,95000.0,Charged Off,debt_consolidation,Debt consolidation,19.48,0.0,01/10/2014,87485211
28000.0, 36 months, 19.22%,1029.49,RN,10+ years,MORTGAGE,112000.0,Fully Paid,debt_consolidation,Debt consolidation,31.63,0.0,01/01/2014,72117838
6000.0, 36 months, 12.49%,200.7,Manager,4 years,RENT,48000.0,Fully Paid,credit_card,Credit card refinancing,21.2,0.0,01/04/2014,28570893
12600.0, 36 months, 14.16%,431.62,Probation Officer,< 1 year,MORTGAGE,51000.0,Fully Paid,debt_consolidation,Debt consolidation,7.04,0.0,01/05/2014,52095205
10000.0, 36 months, 10.99%,327.34,Community Health Worker,2 years,RENT,40000.0,Fully Paid,moving,Moving and relocation,20.81,1.0,01/04/2014,37459248
20000.0, 36 months, 13.65%,680.16,Lieutenant/Deputy Sheriff,10+ years,MORTGAGE,110000.0,Fully Paid,home_improvement,Home improvement,15.97,4.0,01/03/2014,54422692
11100.0, 36 months, 17.86%,400.52,State Filings Analyst,3 years,RENT,46500.0,Fully Paid,debt_consolidation,Debt consolidation,23.92,0.0,01/06/2015,42829784
19200.0, 60 months, 11.53%,422.55,Independent Contracted Real Estate Agent,2 years,OWN,66588.0,Fully Paid,debt_consolidation,Debt consolidation,22.53,2.0,01/09/2015,99404341
35000.0, 36 months,  9.99%,1129.19,Director of Operations,3 years,MORTGAGE,110000.0,Fully Paid,credit_card,Credit card refinancing,11.01,0.0,01/05/2015,18636533
6000.0, 36 months,  9.67%,192.68,medical secretary,10+ years,RENT,24900.0,Charged Off,debt_consolidation,Debt consolidation,24.14,0.0,01/03/2014,19262397
8800.0, 36 months, 17.57%,316.25,,n/a,MORTGAGE,66000.0,Fully Paid,debt_consolidation,Debt consolidation,9.22,0.0,01/05/2014,29331408
5050.0, 36 months,  7.69%,157.53,Tech Support II,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,Debt consolidation,9.77,0.0,01/07/2014,50164450
10250.0, 36 months,  8.18%,322.05,Project Manager,10+ years,MORTGAGE,96312.0,Charged Off,home_improvement,Home improvement,15.2,0.0,01/09/2015,91672803
8500.0, 36 months,  7.90%,265.97,Laborer,6 years,MORTGAGE,35000.0,Fully Paid,credit_card,Credit card refinancing,6.45,0.0,01/01/2014,15079637
12000.0, 36 months, 16.24%,423.31,Ops Risk Manager,10+ years,OWN,90000.0,Fully Paid,debt_consolidation,Debt Consolidation,10.86,1.0,01/01/2014,74790895
35000.0, 36 months, 11.67%,1157.0,Research Scientist,6 years,MORTGAGE,98000.0,Charged Off,credit_card,Credit card refinancing,19.81,3.0,01/06/2014,46844769
35000.0, 60 months, 15.31%,838.36,Web Administrator,10+ years,MORTGAGE,101500.0,Fully Paid,debt_consolidation,Debt consolidation,21.07,0.0,01/02/2014,60016407
8500.0, 36 months,  7.69%,265.15,Account manager,2 years,RENT,40000.0,Fully Paid,credit_card,Credit card refinancing,27.0,0.0,01/07/2014,30983062
3250.0, 36 months,  9.17%,103.61,truck driver,10+ years,MORTGAGE,61500.0,Fully Paid,credit_card,Credit card refinancing,9.33,0.0,01/10/2014,20879014
20675.0, 36 months, 19.52%,763.31,,n/a,MORTGAGE,60828.0,Fully Paid,debt_consolidation,Debt consolidation,4.6,0.0,01/03/2015,77020165
6000.0, 36 months, 12.49%,200.7,sales support,10+ years,MORTGAGE,47500.0,Fully Paid,debt_consolidation,Debt consolidation,18.87,0.0,01/04/2014,40704273
19000.0, 60 months, 13.65%,438.66,train operator,10+ years,RENT,72000.0,Fully Paid,credit_card,Credit card refinancing,19.13,0.0,01/05/2014,44494969
13000.0, 36 months,  9.67%,417.47,SECRETARY,10+ years,MORTGAGE,64000.0,Charged Off,debt_consolidation,DEBT,7.05,0.0,01/01/2014,33820146
1800.0, 36 months, 13.33%,60.94,Accounts Payable,3 years,MORTGAGE,33000.0,Fully Paid,credit_card,Credit card refinancing,2.55,0.0,01/04/2015,12097402
10325.0, 60 months, 23.99%,296.97,Saddle Stitch Operator,6 years,MORTGAGE,42000.0,Charged Off,debt_consolidation,Debt consolidation,25.17,2.0,01/04/2015,50400760
7200.0, 36 months, 19.99%,267.55,Surgical Assistant,8 years,MORTGAGE,49550.0,Fully Paid,vacation,Vacation,5.96,0.0,01/04/2014,58370179
18000.0, 60 months,  7.89%,364.03,Principal,10+ years,MORTGAGE,93000.0,Fully Paid,debt_consolidation,Debt consolidation,23.48,1.0,01/09/2015,69319926
9000.0, 36 months,  8.39%,283.65,Executive Personal Assistant,10+ years,MORTGAGE,80000.0,Fully Paid,credit_card,Credit card refinancing,13.82,1.0,01/09/2014,65213061
7000.0, 36 months, 12.85%,235.36,SUPERVISOR,7 years,RENT,52000.0,Fully Paid,debt_consolidation,Debt consolidation,14.61,0.0,01/02/2014,42345215
15000.0, 36 months,  9.17%,478.19,Police Officer,6 years,MORTGAGE,119000.0,Fully Paid,debt_consolidation,Debt consolidation,12.26,0.0,01/08/2014,80562871
18000.0, 60 months, 13.99%,418.74,Staff Desktop Publisher,10+ years,MORTGAGE,39000.0,Fully Paid,debt_consolidation,Debt consolidation,21.69,0.0,01/07/2015,41439025
6000.0, 36 months, 12.49%,200.7,Teacher,7 years,MORTGAGE,72000.0,Fully Paid,car,Car financing,13.2,0.0,01/04/2014,66029155
21000.0, 60 months, 15.59%,506.12,aviation tech and inspector,4 years,MORTGAGE,60000.0,Charged Off,debt_consolidation,Debt consolidation,22.02,0.0,01/01/2015,18798686
12000.0, 36 months,  6.62%,368.45,physician assistant,2 years,OWN,220000.0,Fully Paid,credit_card,Credit card refinancing,7.96,0.0,01/01/2014,41023766
15000.0, 36 months, 14.65%,517.42,Driver,10+ years,MORTGAGE,41000.0,Charged Off,debt_consolidation,Debt consolidation,14.26,0.0,01/04/2015,74608668
9100.0, 36 months, 17.57%,327.03,financial services representative,< 1 year,MORTGAGE,47000.0,Charged Off,credit_card,Credit card refinancing,30.34,0.0,01/08/2014,14104435
9000.0, 36 months, 13.98%,307.52,It specialist,6 years,RENT,57000.0,Fully Paid,debt_consolidation,Debt consolidation,25.71,0.0,01/01/2014,79778649
13200.0, 60 months, 11.44%,289.91,Senior Analyst,10+ years,MORTGAGE,105000.0,Charged Off,debt_consolidation,Debt consolidation,17.76,0.0,01/11/2014,72932658
3500.0, 36 months,  8.19%,109.99,receptionist ,10+ years,RENT,41000.0,Fully Paid,debt_consolidation,Debt consolidation,23.08,0.0,01/01/2015,35530668
17000.0, 36 months, 17.57%,610.93,engenering,10+ years,MORTGAGE,60000.0,Fully Paid,credit_card,Credit card refinancing,10.91,0.0,01/03/2014,95835514
9000.0, 36 months, 13.98%,307.52,Project Manager,3 years,MORTGAGE,85000.0,Charged Off,debt_consolidation,Debt consolidation,11.13,4.0,01/10/2014,14992393
24000.0, 36 months, 13.35%,812.71,Associate,< 1 year,MORTGAGE,125000.0,Fully Paid,debt_consolidation,Debt consolidation,11.0,0.0,01/09/2014,46877760
10000.0, 60 months, 18.55%,256.94,Sales Rep,8 years,RENT,72000.0,Charged Off,other,Other,14.22,0.0,01/06/2015,82747824
28000.0, 36 months,  9.99%,903.35,Assoc. AD/Football,10+ years,MORTGAGE,101000.0,Fully Paid,debt_consolidation,Debt consolidation,16.74,0.0,01/04/2015,75292121
9600.0, 36 months, 13.98%,328.02,Billing Specialist/ HR,10+ years,RENT,50000.0,Fully Paid,debt_consolidation,help me,14.28,0.0,01/01/2014,23689364
16000.0, 60 months, 13.98%,372.13,Accounting clerk,10+ years,MORTGAGE,53000.0,Charged Off,debt_consolidation,Debt consolidation,28.51,0.0,01/01/2014,34073477
7000.0, 36 months, 12.49%,234.15,correction officer/deputy sheriff,2 years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,Debt consolidation,15.2,3.0,01/03/2014,68171820
2275.0, 36 months,  6.68%,69.92,Inspector,5 years,MORTGAGE,45000.0,Fully Paid,home_improvement,Home improvement,8.8,0.0,01/04/2015,40733033
14000.0, 36 months,  7.49%,435.43,Senior Manager,1 year,MORTGAGE,115000.0,Fully Paid,debt_consolidation,Debt consolidation,18.03,0.0,01/01/2015,87439469
15850.0, 60 months, 15.61%,382.17,Floor Superviser,10+ years,MORTGAGE,44000.0,Charged Off,debt_consolidation,Debt consolidation,20.59,0.0,01/07/2014,19437187
6000.0, 36 months, 12.99%,202.14,Senior Biologist & Statistician,3 years,RENT,70000.0,Fully Paid,debt_consolidation,Debt consolidation,31.54,0.0,01/04/2014,20619944
14975.0, 36 months, 20.20%,558.06,Flight Attendant,10+ years,RENT,50000.0,Fully Paid,debt_consolidation,Debt consolidation,30.44,0.0,01/10/2014,33641704
21000.0, 36 months,  6.03%,639.15,Statistician,4 years,MORTGAGE,122000.0,Fully Paid,debt_consolidation,Debt consolidation,10.91,0.0,01/09/2014,59658978
12000.0, 36 months,  6.03%,365.23,Digital Program Manager,2 years,MORTGAGE,150000.0,Fully Paid,home_improvement,Home improvement,10.94,0.0,01/02/2014,53526410
13000.0, 36 months, 14.99%,450.59,Administrative Specialist II,1 year,RENT,35000.0,Fully Paid,credit_card,Credit card refinancing,16.84,0.0,01/08/2014,73242950
2400.0, 36 months, 13.66%,81.64,BUSINESS SYSTEMS ANALYST,1 year,OWN,76000.0,Charged Off,medical,Medical expenses,23.94,0.0,01/11/2014,11098368
25000.0, 60 months, 13.33%,573.06,IT Specialist,10+ years,MORTGAGE,180000.0,Fully Paid,home_improvement,Home improvement,15.01,1.0,01/10/2015,65113054
10000.0, 60 months, 19.99%,264.89,Deputy Probation Officer,2 years,MORTGAGE,52000.0,Fully Paid,debt_consolidation,Debt consolidation,22.59,0.0,01/05/2015,37320066
14000.0, 36 months, 10.99%,458.28,Warehouse Supervisor,2 years,MORTGAGE,60000.0,Charged Off,debt_consolidation,Debt consolidation,21.52,0.0,01/05/2014,77613717
32875.0, 36 months, 18.25%,1192.64,Senior Manager,< 1 year,MORTGAGE,150000.0,Fully Paid,debt_consolidation,Debt consolidation,5.16,0.0,01/01/2014,22255676
3850.0, 36 months,  9.17%,122.74,Legal Assistant,5 years,MORTGAGE,34304.0,Fully Paid,credit_card,Credit card refinancing,12.11,0.0,01/02/2015,49954270
17000.0, 60 months, 16.29%,416.04,COMMUNICATIONS TECH,10+ years,OWN,72000.0,Fully Paid,debt_consolidation,Debt consolidation,30.57,0.0,01/09/2014,14288501
28000.0, 60 months, 14.65%,660.99,Business Systems Technician ,10+ years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,Debt consolidation,17.12,0.0,01/08/2015,80719324
12000.0, 36 months, 11.67%,396.69,nanny,4 years,RENT,79000.0,Fully Paid,debt_consolidation,Debt consolidation,16.99,0.0,01/11/2014,18675380
22400.0, 36 months, 10.99%,733.25,RN/Backup Administrator,< 1 year,RENT,76800.0,Charged Off,credit_card,Credit card refinancing,16.39,0.0,01/07/2014,47257249
18000.0, 36 months, 12.29%,600.36,Director,1 year,RENT,110000.0,Charged Off,debt_consolidation,Debt consolidation,24.51,0.0,01/04/2015,15191119
10000.0, 60 months, 19.52%,262.28,,n/a,MORTGAGE,51480.0,Fully Paid,major_purchase,Major purchase,11.39,2.0,01/08/2014,29365988
4500.0, 36 months, 11.67%,148.76,Cleaner/Helper,9 years,RENT,52000.0,Fully Paid,credit_card,Credit card refinancing,12.09,0.0,01/11/2014,52525833
32000.0, 36 months,  9.17%,1020.13,content strategy,10+ years,MORTGAGE,105760.0,Fully Paid,debt_consolidation,Debt consolidation,6.37,0.0,01/06/2014,46461718
30000.0, 60 months,  9.17%,625.23,manager,10+ years,MORTGAGE,77000.0,Fully Paid,debt_consolidation,Debt consolidation,11.25,0.0,01/11/2015,50855688
24000.0, 60 months, 14.65%,566.56,General Manager,2 years,MORTGAGE,145000.0,Fully Paid,credit_card,Credit card refinancing,14.17,0.0,01/09/2015,20562127
20000.0, 36 months,  7.90%,625.81,Project Manager,2 years,RENT,110000.0,Fully Paid,credit_card,Credit card refinancing,24.23,0.0,01/05/2014,66525004
35000.0, 60 months, 10.99%,760.82,Principal,10+ years,MORTGAGE,120000.0,Fully Paid,home_improvement,Home improvement,1.12,2.0,01/06/2015,48204340
11000.0, 36 months,  6.62%,337.75,"Human Tissue Bank, Manager",3 years,RENT,54000.0,Fully Paid,debt_consolidation,Credit Card Elimination,17.84,0.0,01/01/2014,89255199
10800.0, 36 months,  6.62%,331.6,Human Resources Administrator,10+ years,RENT,43000.0,Fully Paid,debt_consolidation,Debt consolidation,17.14,0.0,01/04/2014,52800073
7000.0, 36 months, 11.53%,230.94,utility operator,10+ years,OWN,63000.0,Fully Paid,credit_card,Credit card refinancing,24.0,0.0,01/02/2015,57223058
25000.0, 36 months,  6.49%,766.12,Office Manager,5 years,OWN,58000.0,Fully Paid,credit_card,Credit card refinancing,18.27,1.0,01/01/2015,44552905
9350.0, 36 months, 12.49%,312.75,lead person/bussines operations,10+ years,RENT,48000.0,Fully Paid,debt_consolidation,Debt consolidation,5.88,0.0,01/02/2014,90776773
6000.0, 36 months,  7.49%,186.61,Court Reporter,10+ years,MORTGAGE,66164.0,Fully Paid,credit_card,Credit card refinancing,10.12,3.0,01/12/2014,64687929
21000.0, 36 months,  6.89%,647.37,service,10+ years,RENT,54000.0,Fully Paid,credit_card,Credit card refinancing,23.78,0.0,01/06/2015,68547514
9550.0, 36 months, 12.99%,321.74,owner,1 year,MORTGAGE,24000.0,Charged Off,debt_consolidation,Debt consolidation,9.1,0.0,01/05/2014,95597625
25600.0, 36 months, 13.35%,866.89,Sous Chef ,10+ years,OWN,67000.0,Fully Paid,debt_consolidation,Debt consolidation,12.15,0.0,01/10/2014,77549197
5000.0, 36 months, 13.65%,170.04,Analyst,3 years,RENT,77500.0,Fully Paid,debt_consolidation,Debt consolidation,22.41,0.0,01/04/2014,75308019
14000.0, 60 months, 20.20%,372.48,Wireman Apprentice,2 years,MORTGAGE,40000.0,Fully Paid,credit_card,Credit card refinancing,8.16,0.0,01/10/2014,84138924
33575.0, 60 months, 21.99%,927.12,District Manager,10+ years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,Debt consolidation,15.89,0.0,01/11/2014,54956381
35000.0, 60 months, 21.18%,950.42,Regional HR Business Partner,10+ years,MORTGAGE,115000.0,Charged Off,credit_card,Credit card refinancing,26.12,0.0,01/04/2014,60959691
35000.0, 60 months, 14.49%,823.31,SR. PROD MANAGER,7 years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,Debt consolidation,7.98,1.0,01/10/2014,57623957
1500.0, 36 months, 13.35%,50.8,Clerk Stenographer III,10+ years,MORTGAGE,51200.0,Fully Paid,debt_consolidation,Debt consolidation,28.95,0.0,01/08/2014,98151948
35000.0, 36 months, 15.31%,1218.61,TRAFFIC MANAGER,10+ years,RENT,180000.0,Fully Paid,debt_consolidation,Debt consolidation,13.72,0.0,01/04/2014,56155538
26000.0, 36 months, 15.61%,909.09,Foreman,6 years,RENT,65000.0,Fully Paid,credit_card,Credit card refinancing,15.77,0.0,01/02/2014,48024680
7000.0, 36 months, 14.99%,242.63,Branch Manager,3 years,RENT,53600.0,Fully Paid,debt_consolidation,Debt consolidation,17.91,0.0,01/01/2015,86971772
16375.0, 36 months, 12.49%,547.73,SR Liaison,10+ years,MORTGAGE,39000.0,Fully Paid,debt_consolidation,Debt consolidation,9.02,1.0,01/02/2014,11375507
15000.0, 36 months, 10.99%,491.01,Human Resources,10+ years,MORTGAGE,48000.0,Charged Off,debt_consolidation,Debt consolidation,21.95,1.0,01/04/2014,97274579
12000.0, 36 months, 13.33%,406.24,Manager,10+ years,MORTGAGE,60000.0,Fully Paid,home_improvement,Home improvement,8.8,0.0,01/10/2015,68510724
12000.0, 36 months, 14.99%,415.93,sales excecutive ,9 years,MORTGAGE,49000.0,Charged Off,credit_card,Credit card refinancing,32.55,0.0,01/10/2014,43919263
16800.0, 36 months,  9.17%,535.57,Pharmacist,4 years,RENT,135000.0,Fully Paid,other,Other,8.37,0.0,01/06/2015,32088693
6600.0, 36 months, 12.69%,221.4,collection department,9 years,MORTGAGE,36000.0,Fully Paid,major_purchase,Major purchase,33.17,0.0,01/03/2015,36655394
4800.0, 36 months, 10.15%,155.23,Medical Lab Technician II,< 1 year,RENT,41600.0,Fully Paid,debt_consolidation,Debt consolidation,20.51,0.0,01/06/2014,58662607
15000.0, 60 months, 11.67%,331.18,Office Manager,10+ years,MORTGAGE,66000.0,Fully Paid,debt_consolidation,Debt consolidation,7.64,0.0,01/07/2014,40226086
17350.0, 36 months, 14.16%,594.34,Manager ,1 year,RENT,43500.0,Fully Paid,other,Other,17.96,0.0,01/04/2014,21023187
5000.0, 36 months,  7.69%,155.97,Fund Accountant,2 years,RENT,65000.0,Fully Paid,credit_card,Credit card refinancing,14.46,1.0,01/07/2014,81340514
6000.0, 36 months,  6.49%,183.87,production leader,10+ years,OWN,40000.0,Fully Paid,credit_card,Credit card refinancing,4.35,2.0,01/09/2014,45202956
16000.0, 36 months, 12.39%,534.42,Petty Officer 2nd Class,8 years,RENT,60000.0,Fully Paid,debt_consolidation,Debt consolidation,16.7,0.0,01/11/2014,80676187
15375.0, 36 months, 20.49%,575.24,"RN,Director of Nursing",2 years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,Debt consolidation,9.58,1.0,01/03/2014,77427725
10000.0, 60 months, 18.99%,259.36,R.N.,5 years,RENT,90000.0,Fully Paid,debt_consolidation,Debt consolidation,12.64,0.0,01/07/2014,25995596
11075.0, 60 months, 17.86%,280.39,Graduate Research Assistant,4 years,RENT,25200.0,Fully Paid,debt_consolidation,Debt consolidation,19.76,0.0,01/04/2015,65211712
6000.0, 36 months,  8.18%,188.52,,n/a,MORTGAGE,50000.0,Fully Paid,debt_consolidation,Debt consolidation,11.19,0.0,01/06/2015,45030641
5000.0, 36 months, 13.98%,170.84,IT Security Analyst,4 years,RENT,110200.0,Fully Paid,debt_consolidation,Debt consolidation,3.73,0.0,01/06/2014,89912893
10000.0, 36 months, 13.66%,340.13,Clinical Manager,1 year,MORTGAGE,42000.0,Fully Paid,debt_consolidation,Debt consolidation,34.54,1.0,01/01/2015,31010141
25000.0, 36 months, 16.99%,891.2,Health & Safety Director,2 years,RENT,88000.0,Charged Off,debt_consolidation,Debt consolidation,13.19,0.0,01/03/2015,46606105
20400.0, 36 months, 10.99%,667.78,Practice Administrator,10+ years,MORTGAGE,90000.0,Fully Paid,home_improvement,Home improvement,10.23,0.0,01/03/2014,68051522
6000.0, 36 months, 12.99%,202.14,Marketing & Communications Specialist,1 year,MORTGAGE,42000.0,Fully Paid,credit_card,Debt consolidation,3.69,0.0,01/11/2014,30854259
10000.0, 60 months, 19.97%,264.78,Senior Logistics Manager,10+ years,MORTGAGE,85000.0,Fully Paid,home_improvement,Home improvement,26.4,0.0,01/01/2014,71743303
33950.0, 36 months, 22.40%,1303.61,Chemical Operator III,10+ years,MORTGAGE,122000.0,Fully Paid,small_business,Business,9.13,2.0,01/01/2014,85998514
12000.0, 60 months, 18.25%,306.36,Manager,10+ years,OWN,62000.0,Fully Paid,home_improvement,Home improvement,11.35,0.0,01/05/2015,13475128
16000.0, 60 months, 13.33%,366.76,R.N.,10+ years,OWN,62000.0,Fully Paid,credit_card,Credit card refinancing,20.54,0.0,01/02/2015,23277265
14000.0, 36 months, 13.98%,478.36,Career Navigation Fellow,< 1 year,RENT,52500.0,Charged Off,debt_consolidation,Debt consolidation,39.51,0.0,01/11/2014,88253236
20000.0, 36 months, 12.99%,673.79,Registered dental assistant,7 years,RENT,52000.0,Charged Off,debt_consolidation,Debt consolidation,32.41,0.0,01/07/2014,87587684
5000.0, 36 months, 12.99%,168.45,Analyst,5 years,MORTGAGE,55000.0,Fully Paid,debt_consolidation,Debt consolidation,5.74,0.0,01/03/2014,73619520
3000.0, 36 months, 10.15%,97.02,Paramedic,4 years,MORTGAGE,55000.0,Fully Paid,car,Car financing,10.02,0.0,01/09/2014,72164433
19750.0, 60 months, 12.49%,444.24,Accountant,10+ years,RENT,100708.0,Fully Paid,debt_consolidation,Debt consolidation,20.39,0.0,01/10/2014,33610665
11000.0, 60 months, 16.99%,273.32,Web Developer,< 1 year,RENT,57500.0,Charged Off,debt_consolidation,Debt consolidation,9.96,0.0,01/05/2014,41949716
24000.0, 36 months, 19.99%,891.81,Lead Driver,1 year,RENT,85000.0,Fully Paid,debt_consolidation,Debt consolidation,5.14,1.0,01/04/2014,19713114
9000.0, 36 months, 14.16%,308.3,Service Engineer,8 years,RENT,70000.0,Fully Paid,debt_consolidation,Debt consolidation,13.1,0.0,01/03/2014,87247553
5000.0, 36 months, 16.99%,178.24,Correctional officer ,2 years,OWN,72000.0,Fully Paid,vacation,Vacation,17.25,1.0,01/06/2015,32195810
2500.0, 36 months, 12.49%,83.63,,n/a,MORTGAGE,53000.0,Fully Paid,debt_consolidation,Debt consolidation,10.89,0.0,01/08/2014,85919514
14400.0, 60 months, 19.24%,375.45,Administrative Assistant,10+ years,MORTGAGE,70000.0,Charged Off,debt_consolidation,Debt consolidation,26.81,0.0,01/12/2014,11488445
4200.0, 36 months, 12.99%,141.5,Instructor,3 years,RENT,83360.0,Fully Paid,debt_consolidation,Debt consolidation,16.2,1.0,01/07/2014,82781380
29750.0, 36 months,  6.92%,917.51,Resource Specialist,10+ years,MORTGAGE,103000.0,Fully Paid,debt_consolidation,Debt consolidation,14.16,0.0,01/04/2015,33210009
16500.0, 36 months, 18.25%,598.59,Bus Operator,3 years,MORTGAGE,48000.0,Fully Paid,debt_consolidation,Debt consolidation,19.23,0.0,01/04/2014,95176763
15000.0, 60 months, 19.97%,397.16,Library Associate,10+ years,MORTGAGE,58000.0,Fully Paid,debt_consolidation,Debt consolidation,21.93,1.0,01/02/2014,68388528
10000.0, 36 months, 10.15%,323.38,Business Unit Manager,10+ years,RENT,98497.0,Fully Paid,debt_consolidation,Debt consolidation,12.12,0.0,01/07/2014,91072427
5000.0, 36 months,  6.89%,154.14,ramp service,10+ years,OWN,75000.0,Fully Paid,credit_card,Credit card refinancing,5.49,1.0,01/10/2015,76793605
9000.0, 36 months, 11.67%,297.52,manager,2 years,RENT,30989.0,Fully Paid,debt_consolidation,Debt consolidation,22.08,0.0,01/10/2014,70572812
13500.0, 36 months,  6.03%,410.88,System Administrator,2 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,Debt consolidation,25.54,0.0,01/06/2014,62231779
10800.0, 60 months, 10.15%,230.27,Territory manager,2 years,MORTGAGE,60000.0,Charged Off,debt_consolidation,Debt consolidation,14.44,0.0,01/10/2014,95178047
7500.0, 36 months, 10.49%,243.74,School cook manager,2 years,RENT,58000.0,Charged Off,credit_card,Credit card refinancing,13.8,0.0,01/11/2014,38387156
35000.0, 36 months, 16.99%,1247.68,Consultant and Appriaser,1 year,MORTGAGE,100000.0,Fully Paid,home_improvement,Home improvement,10.7,0.0,01/04/2015,91487903
16000.0, 60 months, 20.99%,432.77,Claims,10+ years,MORTGAGE,110000.0,Charged Off,debt_consolidation,Debt consolidation,18.81,0.0,01/12/2014,92562400
32000.0, 36 months, 10.99%,1047.49,Assistant Professor in Radiology,10+ years,MORTGAGE,300000.0,Fully Paid,credit_card,Credit card refinancing,20.24,0.0,01/03/2014,69107621
24475.0, 36 months, 17.57%,879.56,Project Manager,4 years,RENT,88000.0,Charged Off,debt_consolidation,Debt consolidation,3.72,1.0,01/10/2014,75028413
15000.0, 36 months,  8.67%,474.7,RN,7 years,RENT,60000.0,Charged Off,other,Other,39.99,0.0,01/01/2015,34753429
6500.0, 36 months,  8.67%,205.71,GIS Analyst,10+ years,MORTGAGE,47500.0,Fully Paid,debt_consolidation,Debt consolidation,9.63,0.0,01/11/2014,18074366
13000.0, 60 months, 12.99%,295.73,Child Care Provider,1 year,MORTGAGE,90000.0,Fully Paid,home_improvement,Home improvement,4.03,0.0,01/05/2014,82612132
